"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.164297615E1,2.129612118E-1,-6.460621208E-2,9.930811882E0,9.933305144E0
2.164534109E1,2.033899277E-1,-6.939185411E-2,9.937990189E0,9.940313460E0
2.164770604E1,2.105683982E-1,-6.221338734E-2,9.933204651E0,9.935631041E0
2.165007099E1,2.153540403E-1,-6.221338734E-2,9.933204651E0,9.935733617E0
2.165243594E1,2.201396823E-1,-7.417750359E-2,9.940383911E0,9.943097912E0
2.165480088E1,2.344966233E-1,-5.264209956E-2,9.926026344E0,9.928935434E0
2.165716583E1,2.153540403E-1,-5.982056633E-2,9.930811882E0,9.933326759E0
2.165953078E1,2.153540403E-1,-8.135596663E-2,9.923633575E0,9.926303415E0
2.166189573E1,2.153540403E-1,-7.657032460E-2,9.942776680E0,9.945403385E0
2.166426068E1,2.177468538E-1,-6.939185411E-2,9.933204651E0,9.935833310E0
2.166662562E1,2.273181528E-1,-6.699903309E-2,9.935597420E0,9.938423341E0
2.166899057E1,2.249253243E-1,-5.982056633E-2,9.949954987E0,9.952676732E0
2.167135552E1,2.057827413E-1,-8.374879509E-2,9.940383911E0,9.942866423E0
2.167372047E1,2.177468538E-1,-7.896314561E-2,9.937990189E0,9.940689003E0
2.167608542E1,2.153540403E-1,-7.657032460E-2,9.935597420E0,9.938226022E0
2.167845036E1,2.177468538E-1,-7.417750359E-2,9.954740524E0,9.957397998E0
2.168081531E1,2.249253243E-1,-6.699903309E-2,9.952347755E0,9.955114571E0
2.168318026E1,2.129612118E-1,-6.460621208E-2,9.933204651E0,9.935697312E0
2.168554521E1,2.033899277E-1,-6.221338734E-2,9.940383911E0,9.942659115E0
2.168791016E1,2.225325108E-1,-6.939185411E-2,9.947562218E0,9.950292962E0
2.169027510E1,2.033899277E-1,-7.657032460E-2,9.937990189E0,9.940366164E0
2.169264005E1,1.938186288E-1,-7.178468257E-2,9.949954987E0,9.952101433E0
2.169500500E1,2.153540403E-1,-8.135596663E-2,9.947562218E0,9.950225637E0
2.169736995E1,2.225325108E-1,-8.135596663E-2,9.940383911E0,9.943207320E0
2.169973490E1,2.201396823E-1,-6.460621208E-2,9.935597420E0,9.938245898E0
2.170209984E1,2.201396823E-1,-7.417750359E-2,9.933204651E0,9.935920613E0
2.170446479E1,2.129612118E-1,-5.264209956E-2,9.940383911E0,9.942804231E0
2.170682974E1,2.081755698E-1,-5.503492057E-2,9.940383911E0,9.942715837E0
2.170919469E1,2.009970993E-1,-6.221338734E-2,9.930811882E0,9.933040571E0
2.171155964E1,2.105683982E-1,-6.699903309E-2,9.937990189E0,9.940446515E0
2.171392458E1,2.225325108E-1,-8.135596663E-2,9.940383911E0,9.943207320E0
2.171628953E1,2.225325108E-1,-7.417750359E-2,9.942776680E0,9.945543280E0
2.171865448E1,2.249253243E-1,-8.853443712E-2,9.930811882E0,9.933753288E0
2.172101943E1,2.177468538E-1,-7.657032460E-2,9.930811882E0,9.933493914E0
2.172338437E1,2.129612118E-1,-7.417750359E-2,9.918848038E0,9.921411249E0
2.172574932E1,1.962114573E-1,-8.135596663E-2,9.940383911E0,9.942653068E0
2.172811427E1,1.962114573E-1,-7.417750359E-2,9.940383911E0,9.942596921E0
2.173047922E1,2.009970993E-1,-8.374879509E-2,9.918848038E0,9.921237831E0
2.173284417E1,2.105683982E-1,-7.417750359E-2,9.926026344E0,9.928536667E0
2.173520911E1,2.057827413E-1,-7.178468257E-2,9.930811882E0,9.933203120E0
2.173757406E1,2.033899277E-1,-8.614161611E-2,9.930811882E0,9.933267966E0
2.173993901E1,1.986042857E-1,-6.460621208E-2,9.914062500E0,9.916262042E0
2.174230396E1,2.033899277E-1,-7.178468257E-2,9.933204651E0,9.935546041E0
2.174466891E1,2.033899277E-1,-8.135596663E-2,9.947562218E0,9.949973886E0
2.174703385E1,2.105683982E-1,-7.657032460E-2,9.949954987E0,9.952477395E0
2.174939880E1,2.201396823E-1,-7.417750359E-2,9.937990189E0,9.940704843E0
2.175176375E1,2.105683982E-1,-6.699903309E-2,9.940383911E0,9.942839646E0
2.175412870E1,2.033899277E-1,-7.178468257E-2,9.933204651E0,9.935546041E0
2.175649365E1,1.962114573E-1,-8.135596663E-2,9.928419113E0,9.930691004E0
2.175885859E1,2.009970993E-1,-8.614161611E-2,9.933204651E0,9.935611448E0
2.176122354E1,1.938186288E-1,-7.178468257E-2,9.916455269E0,9.918608965E0
2.176358849E1,1.962114573E-1,-6.939185411E-2,9.933204651E0,9.935384683E0
2.176595344E1,2.129612118E-1,-8.614161611E-2,9.942776680E0,9.945430155E0
2.176831838E1,2.273181528E-1,-7.417750359E-2,9.947562218E0,9.950435665E0
2.177068333E1,2.129612118E-1,-5.982056633E-2,9.942776680E0,9.945237005E0
2.177304828E1,1.962114573E-1,-5.503492057E-2,9.949954987E0,9.952041600E0
2.177541323E1,2.009970993E-1,-5.024927482E-2,9.937990189E0,9.940149587E0
2.177777818E1,2.081755698E-1,-7.657032460E-2,9.935597420E0,9.938073061E0
2.178014312E1,2.153540403E-1,-7.417750359E-2,9.947562218E0,9.950169533E0
2.178250807E1,1.962114573E-1,-7.657032460E-2,9.923633575E0,9.925868490E0
2.178487302E1,2.057827413E-1,-7.657032460E-2,9.928419113E0,9.930846673E0
2.178723797E1,2.129612118E-1,-7.657032460E-2,9.930811882E0,9.933390163E0
2.178960292E1,2.153540403E-1,-6.221338734E-2,9.930811882E0,9.933341457E0
2.179196786E1,2.177468538E-1,-8.135596663E-2,9.930811882E0,9.933531956E0
2.179433281E1,2.297109663E-1,-8.135596663E-2,9.930811882E0,9.933801415E0
2.179669776E1,2.177468538E-1,-9.092725813E-2,9.945169449E0,9.947968477E0
2.179906271E1,2.177468538E-1,-7.178468257E-2,9.933204651E0,9.935850309E0
2.180142760E1,2.321037948E-1,-9.810572863E-2,9.935597420E0,9.938792331E0
2.180379260E1,2.225325108E-1,-8.614161611E-2,9.935597420E0,9.938462516E0
2.180615750E1,2.129612118E-1,-7.896314561E-2,9.928419113E0,9.931016753E0
2.180852250E1,2.225325108E-1,-7.417750359E-2,9.947562218E0,9.950327487E0
2.181088740E1,2.153540403E-1,-5.503492057E-2,9.930811882E0,9.933299091E0
2.181325240E1,2.105683982E-1,-7.896314561E-2,9.933204651E0,9.935750040E0
2.181561729E1,2.129612118E-1,-9.092725813E-2,9.935597420E0,9.938295444E0
2.181798229E1,2.129612118E-1,-9.332008660E-2,9.928419113E0,9.931141284E0
2.182034724E1,2.153540403E-1,-6.939185411E-2,9.926026344E0,9.928604715E0
2.182271214E1,1.962114573E-1,-7.417750359E-2,9.916455269E0,9.918673618E0
2.182507708E1,2.129612118E-1,-6.699903309E-2,9.902098656E0,9.904615042E0
2.182744203E1,2.105683982E-1,-6.939185411E-2,9.928419113E0,9.930894238E0
2.182980698E1,2.273181528E-1,-5.742774159E-2,9.942776680E0,9.945540689E0
2.183217193E1,2.297109663E-1,-5.742774159E-2,9.947562218E0,9.950379849E0
2.183453687E1,2.249253243E-1,-7.657032460E-2,9.930811882E0,9.933653862E0
2.183690182E1,2.416750938E-1,-7.896314561E-2,9.926026344E0,9.929281999E0
2.183926677E1,2.177468538E-1,-7.896314561E-2,9.937990189E0,9.940689003E0
2.184163172E1,2.249253243E-1,-6.939185411E-2,9.926026344E0,9.928816929E0
2.184399667E1,2.321037948E-1,-7.417750359E-2,9.930811882E0,9.933800839E0
2.184636161E1,2.201396823E-1,-8.374879509E-2,9.933204651E0,9.935996678E0
2.184872656E1,1.986042857E-1,-8.614161611E-2,9.926026344E0,9.928386728E0
2.185109151E1,2.081755698E-1,-8.374879509E-2,9.945169449E0,9.947700553E0
2.185345646E1,2.177468538E-1,-5.503492057E-2,9.952347755E0,9.954881636E0
2.185582141E1,2.273181528E-1,-5.264209956E-2,9.940383911E0,9.943122097E0
2.185818635E1,2.249253243E-1,-6.939185411E-2,9.935597420E0,9.938385317E0
2.186055130E1,2.273181528E-1,-6.699903309E-2,9.942776680E0,9.945600561E0
2.186291625E1,2.201396823E-1,-6.699903309E-2,9.937990189E0,9.940653869E0
2.186528120E1,2.033899277E-1,-6.939185411E-2,9.923633575E0,9.925960207E0
2.186764615E1,2.153540403E-1,-8.374879509E-2,9.918848038E0,9.921539075E0
2.187001109E1,1.986042857E-1,-8.853443712E-2,9.937990189E0,9.940368756E0
2.187237604E1,2.201396823E-1,-8.614161611E-2,9.940383911E0,9.943194364E0
2.187474099E1,2.225325108E-1,-8.853443712E-2,9.935597420E0,9.938483544E0
2.187710594E1,2.249253243E-1,-7.417750359E-2,9.933204651E0,9.936027795E0
2.187947088E1,2.249253243E-1,-6.939185411E-2,9.945169449E0,9.947954664E0
2.188183583E1,2.177468538E-1,-6.460621208E-2,9.947562218E0,9.950154860E0
2.188420078E1,2.273181528E-1,-6.939185411E-2,9.926026344E0,9.928871424E0
2.188656573E1,2.105683982E-1,-6.699903309E-2,9.918848038E0,9.921309103E0
2.188893068E1,2.129612118E-1,-4.307080805E-2,9.926026344E0,9.928404029E0
2.189129562E1,2.273181528E-1,-5.264209956E-2,9.945169449E0,9.947906317E0
2.189366057E1,2.249253243E-1,-6.939185411E-2,9.945169449E0,9.947954664E0
2.189602552E1,2.225325108E-1,-9.571290761E-2,9.942776680E0,9.945727213E0
2.189839047E1,2.273181528E-1,-8.853443712E-2,9.957133293E0,9.960121250E0
2.190075542E1,2.033899277E-1,-7.896314561E-2,9.942776680E0,9.945170222E0
2.190312036E1,2.105683982E-1,-5.982056633E-2,9.940383911E0,9.942793865E0
2.190548531E1,2.177468538E-1,-6.699903309E-2,9.933204651E0,9.935816886E0
2.190785026E1,2.153540403E-1,-7.896314561E-2,9.940383911E0,9.943029963E0
2.191021521E1,1.962114573E-1,-6.939185411E-2,9.947562218E0,9.949739104E0
2.191258016E1,1.986042857E-1,-5.982056633E-2,9.930811882E0,9.932977741E0
2.191494510E1,2.105683982E-1,-6.460621208E-2,9.935597420E0,9.938038494E0
2.191731005E1,2.225325108E-1,-6.939185411E-2,9.947562218E0,9.950292962E0
2.191967500E1,2.273181528E-1,-8.614161611E-2,9.945169449E0,9.948139991E0
2.192203995E1,2.344966233E-1,-7.896314561E-2,9.942776680E0,9.945855014E0
2.192440490E1,2.297109663E-1,-7.417750359E-2,9.935597420E0,9.938529344E0
2.192676984E1,2.177468538E-1,-8.135596663E-2,9.926026344E0,9.928747729E0
2.192913479E1,2.225325108E-1,-7.896314561E-2,9.926026344E0,9.928834518E0
2.193149974E1,2.225325108E-1,-6.460621208E-2,9.940383911E0,9.943084380E0
2.193386469E1,2.177468538E-1,-8.135596663E-2,9.937990189E0,9.940708298E0
2.193622964E1,2.105683982E-1,-8.853443712E-2,9.942776680E0,9.945400218E0
2.193859458E1,2.105683982E-1,-7.178468257E-2,9.933204651E0,9.935695583E0
2.194095953E1,1.866401732E-1,-7.657032460E-2,9.933204651E0,9.935253002E0
2.194332448E1,1.890329868E-1,-8.374879509E-2,9.942776680E0,9.944926115E0
2.194568943E1,2.105683982E-1,-6.699903309E-2,9.945169449E0,9.947624002E0
2.194805437E1,1.986042857E-1,-6.221338734E-2,9.945169449E0,9.947346859E0
2.195041932E1,2.177468538E-1,-7.417750359E-2,9.954740524E0,9.957397998E0
2.195278427E1,2.368894368E-1,-7.657032460E-2,9.937990189E0,9.941108017E0
2.195514922E1,2.297109663E-1,-7.896314561E-2,9.930811882E0,9.933782107E0
2.195751417E1,2.129612118E-1,-8.614161611E-2,9.935597420E0,9.938252811E0
2.195987911E1,2.105683982E-1,-8.135596663E-2,9.918848038E0,9.921416443E0
2.196224406E1,2.321037948E-1,-6.939185411E-2,9.935597420E0,9.938550372E0
2.196460901E1,2.033899277E-1,-7.657032460E-2,9.928419113E0,9.930797378E0
2.196697396E1,2.177468538E-1,-6.460621208E-2,9.942776680E0,9.945370569E0
2.196933891E1,2.177468538E-1,-5.264209956E-2,9.942776680E0,9.945300045E0
2.197170385E1,2.273181528E-1,-6.699903309E-2,9.928419113E0,9.931247077E0
2.197406880E1,2.225325108E-1,-5.982056633E-2,9.930811882E0,9.933484980E0
2.197643375E1,2.201396823E-1,-5.264209956E-2,9.935597420E0,9.938175323E0
2.197879870E1,2.153540403E-1,-6.939185411E-2,9.926026344E0,9.928604715E0
2.198116365E1,2.201396823E-1,-8.135596663E-2,9.928419113E0,9.931192595E0
2.198352859E1,2.201396823E-1,-7.417750359E-2,9.923633575E0,9.926352156E0
2.198589349E1,2.177468538E-1,-6.939185411E-2,9.935597420E0,9.938225446E0
2.198825844E1,2.153540403E-1,-5.264209956E-2,9.942776680E0,9.945247944E0
2.199062339E1,2.249253243E-1,-6.460621208E-2,9.923633575E0,9.926392532E0
2.199298833E1,2.273181528E-1,-8.614161611E-2,9.923633575E0,9.926610563E0
2.199535328E1,2.177468538E-1,-8.135596663E-2,9.923633575E0,9.926355617E0
2.199771823E1,2.177468538E-1,-6.699903309E-2,9.923633575E0,9.926248330E0
2.200008318E1,2.249253243E-1,-7.178468257E-2,9.923633575E0,9.926441849E0
2.200244812E1,2.081755698E-1,-8.374879509E-2,9.928419113E0,9.930954487E0
2.200481307E1,2.153540403E-1,-6.460621208E-2,9.930811882E0,9.933356732E0
2.200717802E1,2.201396823E-1,-6.939185411E-2,9.935597420E0,9.938278161E0
2.200954297E1,2.105683982E-1,-8.135596663E-2,9.949954987E0,9.952515364E0
2.201190792E1,2.105683982E-1,-8.614161611E-2,9.937990189E0,9.940593967E0
2.201427286E1,2.057827413E-1,-6.699903309E-2,9.937990189E0,9.940346292E0
2.201663781E1,2.201396823E-1,-5.503492057E-2,9.935597420E0,9.938188286E0
2.201900276E1,2.297109663E-1,-6.460621208E-2,9.937990189E0,9.940854595E0
2.202136771E1,2.297109663E-1,-9.092725813E-2,9.935597420E0,9.938668471E0
2.202373266E1,2.368894368E-1,-9.810572863E-2,9.937990189E0,9.941297216E0
2.202609760E1,2.153540403E-1,-9.092725813E-2,9.937990189E0,9.940739113E0
2.202846255E1,1.962114573E-1,-6.699903309E-2,9.935597420E0,9.937760507E0
2.203082750E1,2.105683982E-1,-7.178468257E-2,9.947562218E0,9.950049556E0
2.203319245E1,2.081755698E-1,-7.417750359E-2,9.947562218E0,9.950016756E0
2.203555740E1,2.129612118E-1,-9.332008660E-2,9.940383911E0,9.943102806E0
2.203792234E1,2.105683982E-1,-7.417750359E-2,9.921240807E0,9.923752339E0
2.204028729E1,2.105683982E-1,-6.460621208E-2,9.926026344E0,9.928469771E0
2.204265224E1,2.153540403E-1,-8.853443712E-2,9.930811882E0,9.933541179E0
2.204501719E1,2.225325108E-1,-7.178468257E-2,9.916455269E0,9.919211605E0
2.204738214E1,2.105683982E-1,-5.982056633E-2,9.935597420E0,9.938008535E0
2.204974708E1,2.081755698E-1,-6.939185411E-2,9.935597420E0,9.938020345E0
2.205211203E1,2.057827413E-1,-7.896314561E-2,9.923633575E0,9.926081052E0
2.205447698E1,2.249253243E-1,-8.853443712E-2,9.935597420E0,9.938537409E0
2.205684193E1,2.201396823E-1,-6.460621208E-2,9.945169449E0,9.947815379E0
2.205920687E1,2.153540403E-1,-6.939185411E-2,9.930811882E0,9.933389010E0
2.206157182E1,2.057827413E-1,-8.853443712E-2,9.945169449E0,9.947692207E0
2.206393677E1,2.225325108E-1,-7.417750359E-2,9.933204651E0,9.935973916E0
2.206630172E1,2.129612118E-1,-8.374879509E-2,9.930811882E0,9.933448091E0
2.206866667E1,2.177468538E-1,-6.460621208E-2,9.926026344E0,9.928624610E0
2.207103161E1,2.177468538E-1,-5.982056633E-2,9.933204651E0,9.935771074E0
2.207339656E1,2.129612118E-1,-5.742774159E-2,9.930811882E0,9.933261049E0
2.207576151E1,2.057827413E-1,-5.742774159E-2,9.926026344E0,9.928325310E0
2.207812646E1,2.177468538E-1,-8.374879509E-2,9.928419113E0,9.931159733E0
2.208049141E1,2.177468538E-1,-9.810572863E-2,9.937990189E0,9.940859491E0
2.208285635E1,2.344966233E-1,-8.614161611E-2,9.926026344E0,9.929169554E0
2.208522130E1,2.321037948E-1,-8.374879509E-2,9.911669731E0,9.914740687E0
2.208758625E1,2.297109663E-1,-8.135596663E-2,9.914062500E0,9.917057082E0
2.208995120E1,2.129612118E-1,-8.135596663E-2,9.923633575E0,9.926251791E0
2.209231614E1,2.201396823E-1,-8.135596663E-2,9.947562218E0,9.950330364E0
2.209468109E1,2.201396823E-1,-7.417750359E-2,9.945169449E0,9.947882144E0
2.209704604E1,2.297109663E-1,-7.657032460E-2,9.947562218E0,9.950508742E0
2.209941099E1,2.153540403E-1,-7.417750359E-2,9.933204651E0,9.935815734E0
2.210177594E1,2.201396823E-1,-7.896314561E-2,9.942776680E0,9.945526872E0
2.210414088E1,2.153540403E-1,-6.699903309E-2,9.961918831E0,9.964471538E0
2.210650583E1,2.105683982E-1,-5.742774159E-2,9.959526062E0,9.961917304E0
2.210887078E1,2.081755698E-1,-6.699903309E-2,9.947562218E0,9.949965830E0
2.211123573E1,2.105683982E-1,-8.135596663E-2,9.937990189E0,9.940553648E0
2.211360068E1,2.105683982E-1,-9.332008660E-2,9.937990189E0,9.940658765E0
2.211596562E1,2.249253243E-1,-9.810572863E-2,9.940383911E0,9.943412313E0
2.211833057E1,2.201396823E-1,-6.699903309E-2,9.942776680E0,9.945439078E0
2.212069552E1,2.201396823E-1,-7.896314561E-2,9.937990189E0,9.940741705E0
2.212306047E1,2.129612118E-1,-8.374879509E-2,9.923633575E0,9.926271691E0
2.212542542E1,2.033899277E-1,-6.939185411E-2,9.916455269E0,9.918783584E0
2.212779036E1,1.986042857E-1,-5.742774159E-2,9.921240807E0,9.923394618E0
2.213015531E1,2.129612118E-1,-6.939185411E-2,9.930811882E0,9.933337422E0
2.213252026E1,2.105683982E-1,-6.939185411E-2,9.954740524E0,9.957209106E0
2.213488521E1,2.081755698E-1,-6.221338734E-2,9.926026344E0,9.928404029E0
2.213725016E1,2.321037948E-1,-7.178468257E-2,9.933204651E0,9.936175313E0
2.213961510E1,2.057827413E-1,-6.699903309E-2,9.945169449E0,9.947523851E0
2.214198005E1,2.081755698E-1,-8.853443712E-2,9.949954987E0,9.952526295E0
2.214434500E1,2.201396823E-1,-1.076770201E-1,9.942776680E0,9.945796294E0
2.214670995E1,2.249253243E-1,-9.571290761E-2,9.933204651E0,9.936211904E0
2.214907490E1,2.201396823E-1,-6.939185411E-2,9.940383911E0,9.943063361E0
2.215143984E1,2.249253243E-1,-7.417750359E-2,9.930811882E0,9.933635706E0
2.215380479E1,2.033899277E-1,-8.374879509E-2,9.928419113E0,9.930855321E0
2.215616974E1,2.153540403E-1,-7.417750359E-2,9.933204651E0,9.935815734E0
2.215853469E1,2.225325108E-1,-7.417750359E-2,9.928419113E0,9.931189713E0
2.216089958E1,2.201396823E-1,-6.939185411E-2,9.933204651E0,9.935886037E0
2.216326453E1,2.105683982E-1,-6.699903309E-2,9.940383911E0,9.942839646E0
2.216562948E1,2.105683982E-1,-6.699903309E-2,9.947562218E0,9.950016181E0
2.216799443E1,2.105683982E-1,-7.178468257E-2,9.947562218E0,9.950049556E0
2.217035937E1,2.153540403E-1,-7.657032460E-2,9.942776680E0,9.945403385E0
2.217272432E1,2.225325108E-1,-7.417750359E-2,9.945169449E0,9.947935383E0
2.217508927E1,2.129612118E-1,-5.024927482E-2,9.930811882E0,9.933222141E0
2.217745422E1,2.105683982E-1,-7.178468257E-2,9.926026344E0,9.928519078E0
2.217981917E1,2.105683982E-1,-7.657032460E-2,9.933204651E0,9.935731312E0
2.218218411E1,2.129612118E-1,-7.417750359E-2,9.933204651E0,9.935764159E0
2.218454906E1,1.986042857E-1,-7.896314561E-2,9.928419113E0,9.930719255E0
2.218691401E1,2.057827413E-1,-6.221338734E-2,9.930811882E0,9.933138561E0
2.218927896E1,2.129612118E-1,-5.264209956E-2,9.935597420E0,9.938018905E0
2.219164391E1,2.129612118E-1,-6.460621208E-2,9.937990189E0,9.940481650E0
2.219400885E1,2.129612118E-1,-4.546362907E-2,9.914062500E0,9.916453735E0
2.219637380E1,2.081755698E-1,-5.503492057E-2,9.930811882E0,9.933146055E0
2.219873875E1,2.105683982E-1,-5.503492057E-2,9.940383911E0,9.942766224E0
2.220110370E1,2.201396823E-1,-7.417750359E-2,9.949954987E0,9.952666377E0
2.220346864E1,2.201396823E-1,-7.896314561E-2,9.957133293E0,9.959879521E0
2.220583359E1,2.201396823E-1,-8.135596663E-2,9.940383911E0,9.943154056E0
2.220819854E1,2.297109663E-1,-7.178468257E-2,9.952347755E0,9.955257205E0
2.221056349E1,2.033899277E-1,-5.024927482E-2,9.933204651E0,9.935413785E0
2.221292844E1,2.153540403E-1,-6.460621208E-2,9.930811882E0,9.933356732E0
2.221529339E1,2.201396823E-1,-6.460621208E-2,9.937990189E0,9.940638029E0
2.221765833E1,2.081755698E-1,-8.135596663E-2,9.942776680E0,9.945288531E0
2.222002328E1,2.057827413E-1,-8.135596663E-2,9.935597420E0,9.938061250E0
2.222238823E1,2.105683982E-1,-7.896314561E-2,9.945169449E0,9.947711777E0
2.222475318E1,2.153540403E-1,-8.374879509E-2,9.940383911E0,9.943069120E0
2.222711812E1,2.177468538E-1,-8.135596663E-2,9.942776680E0,9.945493482E0
2.222948307E1,2.057827413E-1,-7.178468257E-2,9.940383911E0,9.942772847E0
2.223184802E1,2.153540403E-1,-8.374879509E-2,9.928419113E0,9.931107557E0
2.223421297E1,1.962114573E-1,-5.024927482E-2,9.930811882E0,9.932877154E0
2.223657792E1,1.962114573E-1,-6.939185411E-2,9.942776680E0,9.944954614E0
2.223894286E1,2.249253243E-1,-7.657032460E-2,9.928419113E0,9.931261778E0
2.224130781E1,2.249253243E-1,-6.939185411E-2,9.930811882E0,9.933601123E0
2.224367276E1,2.249253243E-1,-6.221338734E-2,9.942776680E0,9.945515070E0
2.224603771E1,2.153540403E-1,-7.657032460E-2,9.952347755E0,9.954971935E0
2.224840266E1,2.249253243E-1,-7.178468257E-2,9.945169449E0,9.947971643E0
2.225076760E1,2.201396823E-1,-5.264209956E-2,9.947562218E0,9.950137021E0
2.225313255E1,2.249253243E-1,-5.982056633E-2,9.949954987E0,9.952676732E0
2.225549750E1,2.177468538E-1,-7.417750359E-2,9.933204651E0,9.935867885E0
2.225786245E1,2.177468538E-1,-7.896314561E-2,9.933204651E0,9.935904765E0
2.226022740E1,2.033899277E-1,-7.178468257E-2,9.933204651E0,9.935546041E0
2.226259234E1,2.177468538E-1,-8.135596663E-2,9.933204651E0,9.935924070E0
2.226495729E1,2.153540403E-1,-7.896314561E-2,9.947562218E0,9.950206360E0
2.226732224E1,2.105683982E-1,-6.221338734E-2,9.957133293E0,9.959553854E0
2.226968719E1,2.105683982E-1,-7.657032460E-2,9.937990189E0,9.940515633E0
2.227205214E1,2.225325108E-1,-7.417750359E-2,9.935597420E0,9.938366018E0
2.227441708E1,2.057827413E-1,-7.657032460E-2,9.942776680E0,9.945200735E0
2.227678203E1,1.986042857E-1,-7.657032460E-2,9.949954987E0,9.952231454E0
2.227914698E1,2.105683982E-1,-8.135596663E-2,9.949954987E0,9.952515364E0
2.228151193E1,2.129612118E-1,-7.417750359E-2,9.952347755E0,9.954902341E0
2.228387687E1,1.986042857E-1,-8.853443712E-2,9.940383911E0,9.942761906E0
2.228624182E1,2.105683982E-1,-9.092725813E-2,9.930811882E0,9.933460195E0
2.228860677E1,2.105683982E-1,-8.374879509E-2,9.923633575E0,9.926220643E0
2.229097172E1,2.129612118E-1,-5.742774159E-2,9.928419113E0,9.930868870E0
2.229333667E1,2.201396823E-1,-5.742774159E-2,9.933204651E0,9.935809683E0
2.229570161E1,2.273181528E-1,-7.178468257E-2,9.947562218E0,9.950418115E0
2.229806656E1,2.129612118E-1,-6.221338734E-2,9.949954987E0,9.952428207E0
2.230043151E1,2.057827413E-1,-5.742774159E-2,9.940383911E0,9.942679557E0
2.230279646E1,2.105683982E-1,-7.417750359E-2,9.930811882E0,9.933320995E0
2.230516141E1,2.225325108E-1,-8.135596663E-2,9.940383911E0,9.943207320E0
2.230752635E1,2.201396823E-1,-7.417750359E-2,9.937990189E0,9.940704843E0
2.230989130E1,2.225325108E-1,-6.939185411E-2,9.933204651E0,9.935939341E0
2.231225625E1,2.201396823E-1,-6.699903309E-2,9.933204651E0,9.935869614E0
2.231462120E1,2.368894368E-1,-8.374879509E-2,9.949954987E0,9.953126881E0
2.231698614E1,2.225325108E-1,-7.657032460E-2,9.947562218E0,9.950345613E0
2.231935104E1,2.273181528E-1,-6.221338734E-2,9.935597420E0,9.938392231E0
2.232171599E1,2.201396823E-1,-7.896314561E-2,9.933204651E0,9.935957493E0
2.232408094E1,2.201396823E-1,-6.699903309E-2,9.942776680E0,9.945439078E0
2.232644589E1,2.129612118E-1,-6.939185411E-2,9.954740524E0,9.957259995E0
2.232881083E1,2.177468538E-1,-7.417750359E-2,9.947562218E0,9.950221609E0
2.233117578E1,2.177468538E-1,-7.178468257E-2,9.937990189E0,9.940634573E0
2.233354073E1,2.153540403E-1,-8.374879509E-2,9.949954987E0,9.952637613E0
2.233590568E1,2.057827413E-1,-7.896314561E-2,9.964311600E0,9.966749087E0
2.233827062E1,2.105683982E-1,-8.135596663E-2,9.940383911E0,9.942946754E0
2.234063557E1,1.962114573E-1,-8.135596663E-2,9.930811882E0,9.933083226E0
2.234300052E1,2.033899277E-1,-7.657032460E-2,9.935597420E0,9.937973967E0
2.234536547E1,2.153540403E-1,-7.417750359E-2,9.937990189E0,9.940600015E0
2.234773042E1,2.321037948E-1,-7.178468257E-2,9.942776680E0,9.945744483E0
2.235009536E1,2.392822653E-1,-6.939185411E-2,9.928419113E0,9.931544559E0
2.235246031E1,2.297109663E-1,-7.417750359E-2,9.937990189E0,9.940921407E0
2.235482526E1,2.201396823E-1,-7.896314561E-2,9.930811882E0,9.933565387E0
2.235719021E1,2.057827413E-1,-5.982056633E-2,9.935597420E0,9.937908287E0
2.235955516E1,2.201396823E-1,-7.896314561E-2,9.935597420E0,9.938349599E0
2.236192010E1,2.081755698E-1,-6.460621208E-2,9.928419113E0,9.930811503E0
2.236428505E1,2.344966233E-1,-7.417750359E-2,9.937990189E0,9.941033143E0
2.236665000E1,2.201396823E-1,-7.657032460E-2,9.937990189E0,9.940722986E0
2.236901495E1,2.105683982E-1,-7.657032460E-2,9.928419113E0,9.930946992E0
2.237137990E1,2.081755698E-1,-7.657032460E-2,9.928419113E0,9.930896544E0
2.237374484E1,2.033899277E-1,-7.657032460E-2,9.930811882E0,9.933189574E0
2.237610979E1,2.105683982E-1,-7.417750359E-2,9.928419113E0,9.930928831E0
2.237847474E1,2.129612118E-1,-5.982056633E-2,9.926026344E0,9.928490820E0
2.238083969E1,2.177468538E-1,-5.503492057E-2,9.933204651E0,9.935743413E0
2.238320464E1,1.938186288E-1,-4.546362907E-2,9.928419113E0,9.930414830E0
2.238556958E1,1.962114573E-1,-7.417750359E-2,9.940383911E0,9.942596921E0
2.238793453E1,2.129612118E-1,-8.614161611E-2,9.945169449E0,9.947822285E0
2.239029948E1,2.225325108E-1,-7.178468257E-2,9.935597420E0,9.938348447E0
2.239266443E1,2.344966233E-1,-7.896314561E-2,9.940383911E0,9.943462986E0
2.239502937E1,2.177468538E-1,-8.853443712E-2,9.935597420E0,9.938377540E0
2.239739432E1,2.153540403E-1,-7.178468257E-2,9.930811882E0,9.933406014E0
2.239975927E1,2.153540403E-1,-5.503492057E-2,9.942776680E0,9.945260897E0
2.240212422E1,2.201396823E-1,-7.657032460E-2,9.923633575E0,9.926370325E0
2.240448917E1,2.153540403E-1,-8.614161611E-2,9.945169449E0,9.947873798E0
2.240685411E1,2.033899277E-1,-8.374879509E-2,9.952347755E0,9.954778107E0
